ISBN|Titre|Auteur|Editeur|Categorie|Synopsis|Parution|Prix|Image.URL.L
9781400033850|Providence of a Sparrow|CHRIS CHESTER|Anchor|Biography & Autobiography|Describes the influence of a foundling baby sparrow that he rescued on the author's life, his relationship with the bird, his transformation of their home into an indoor aviary, and what his birds have taught him about life, joy, the wonder of all living beings, and the natural world. Reprint. 20,000 first printing.|2004|97|http://images.amazon.com/images/P/1400033853.01.LZZZZZZZ.jpg
9781400034208|The Razor's Edge|W. SOMERSET MAUGHAM|Vintage|Fiction|Larry Darrell is a young American in search of the absolute. The progress of his spiritual odyssey involves him with some of Maugham's most brilliant characters - his fiancée Isabel whose choice between love and wealth have lifelong repercussions, and Elliott Templeton, her uncle, a classic expatriate American snob. Maugham himself wanders in and out of the story, to observe his characters struggling with their fates.|2003|53|http://images.amazon.com/images/P/1400034205.01.LZZZZZZZ.jpg
9781400034680|Love in the Time of Cholera|GABRIEL GARCIA MARQUEZ|Vintage|Fiction|Set on the Caribbean coast of South America, this love story brings together Fermina Daza and Florentino Ariza, a man who has secretly loved her for more than fifty years, on the day of her husband's funeral. Reprint. 50,000 first printing.|2003|202|http://images.amazon.com/images/P/140003468X.01.LZZZZZZZ.jpg
9781400034710|Chronicle of a Death Foretold|GABRIEL GARCIA MARQUEZ|Vintage|Fiction|The Nobel laureate weaves a story of a fantastic wedding, the return of the bride to her parents, her brothers' resolve to murder her corruptor, and the townspeoples' refusal to depart from routine.|2003|284|http://images.amazon.com/images/P/140003471X.01.LZZZZZZZ.jpg
9781400034772|The No. 1 Ladies' Detective Agency|Alexander McCall Smith|Anchor|Fiction|Working in Gaborone, Botswana, Precious Ramotswe investigates several local mysteries, including a search for a missing boy and the case of the clinic doctor with different personalities for different days of the week.|2002|194|http://images.amazon.com/images/P/1400034779.01.LZZZZZZZ.jpg
9781400041985|Pnin|VLADIMIR NABOKOV|Everyman's Library|Fiction|The National Book Award-nominated classic finds hapless Russian migr Timofey Pnin precariously employed on an American college campus in the 1950s, where he falls victim to subtle academic conspiracies and the manipulations of the narrator. 10,000 first printing.|2004|26|http://images.amazon.com/images/P/1400041988.01.LZZZZZZZ.jpg
9781400046843|See No Evil|Robert Baer|Three Rivers Press|Political Science|The author discusses his twenty-year career as a CIA operative in the Middle East and examines how the agency's abandonment of its original mission resulted in a failure to acknowledge the growing threat of militant Islamic terrorist groups.|2002|158|http://images.amazon.com/images/P/140004684X.01.LZZZZZZZ.jpg
9781400047833|Fugitives and Refugees|CHUCK PALAHNIUK|Crown|Travel|An insider takes readers on a walking tour of Portland, Oregon, revealing the city's quirky, cheap, and wild side as he visits unusual museums, offbeat annual festivals and events, scenes of ghostly hauntings, strange local customs, and more. 25,000 first printing.|2003|196|http://images.amazon.com/images/P/1400047838.01.LZZZZZZZ.jpg
9781400047864|Isolde, Queen of the Western Isle|ROSALIND MILES|Three Rivers Press|Fiction|In the first volume of a trilogy chronicling the lives of star-crossed Celtic lovers Tristan and Isolde, Isolde, a gifted healer and princess destined to inherit the Irish throne from her mother, falls in love with Tristan, nephew of the King of Cornwall, who is embroiled in a war with the Irish queen. Reprint. 35,000 first printing.|2003|33|http://images.amazon.com/images/P/1400047862.01.LZZZZZZZ.jpg
9781400052936|The Hitchhiker's Guide to the Galaxy|DOUGLAS ADAMS|Harmony|Fiction|Chronicles the journeys, notions, and acquaintances of reluctant galactic traveler Arthur Dent, accompanied by never-before-published material from the late author's archives as well as commentary by famous fans.|1979|242|http://images.amazon.com/images/P/1400052939.01.LZZZZZZZ.jpg
9781401300463|Pledged|Alexandra Robbins|Hyperion|Education|An provocative look inside the world of sorority life offers an eye-opening view of the drugs, psychological abuse, promiscuity, racism, violence, and other problems that are rampant among young women in a typical sorority and analyzes why intelligent young women put up with these abuses in order to become part of a sorority sisterhood. 25,000 first printing.|2004|78|http://images.amazon.com/images/P/1401300464.01.LZZZZZZZ.jpg
9781401903091|Mother God|Sylvia Browne|Hay House|Body, Mind & Spirit|The author discusses the history of the Mother God in religions and cultures from around the world, stories to reveal her power, and how to petition her for help.|2004|297|http://images.amazon.com/images/P/1401903096.01.LZZZZZZZ.jpg
9781402200458|60 Million Frenchmen Can't be Wrong|Jean-Benoit Nadeau|Sourcebooks|Social Science|"Sixty Million Frenchmen does its job marvelously well. After reading it, you may still think the French are arrogant, aloof, and high-handed, but you will know why." --Wall Street Journal|2003|21|http://images.amazon.com/images/P/1402200455.01.LZZZZZZZ.jpg
9781550023923|No Cherubs for Melanie|James Hawkins|Dundurn Press|Fiction|Melanie Gordonstone, a cherubic six-year-old, was Daddy's favourite in every way, but her life ended tragically when she drowned in a backyard pond. Inexperience led young English detective David Bliss to attribute the girl's death to an accident, but since that time he has been haunted by doubts about his original conclusion. Now, more than twenty years later, Melanie's father has died, and toxicology reports indicate that he was murdered. Bliss begins to suspect Melanie's sister, Margaret, who lives in a remote community in northern Ontario. But could Margaret have killed her father from half a world away? Bliss's unauthorized investigation brings him overseas to Canada in search of Margaret - and answers. As he gets closer to the truth, he uncovers the disturbing secrets that have destroyed the Gordonstone family.|2002|103|http://images.amazon.com/images/P/1550023926.01.LZZZZZZZ.jpg
9781550225402|Bite Me!|Nikki Stafford|ECW Press|Performing Arts|Revised and updated to include information about all six seasons of Buffy, this ultimate guide to one of televisions hottest shows also includes capsule reviews of the full first three seasons of the spin-off Angel, with more emphasis put on the crossover episodes between the two shows. With full cast bios, plus bios for all of the new cast members who have become major characters in the latest season, this best-seller is bound to keep selling!|2002|207|http://images.amazon.com/images/P/1550225405.01.LZZZZZZZ.jpg
9781551665313|Tiger Prince|Sandra Brown|Mira|Fiction|Tiger Prince by Sandra Brown released on Sep 24, 1999 is available now for purchase.|1999|232|http://images.amazon.com/images/P/155166531X.01.LZZZZZZZ.jpg
9781551665719|Shadows at Sunset|Anne Stuart|Mira|Fiction|The house on Sunset Blvd. has witnessed everything from the infamous murder-sucide of a 50s starlet and her lover, to the drug-fueled commune in the 60s, to the anguish of its present owner.|2000|45|http://images.amazon.com/images/P/1551665719.01.LZZZZZZZ.jpg
9781551666723|The Thrill of Victory|Sandra Brown|Mira Books|Fiction|Finding everything she has worked for in jeopardy and her entire life hanging in the balance of a decision that she has only two weeks to make, Stevie Corbett puts her fate into the hands of journalist Judd Mackie, who is determined to expose her secrets to the world until he discovers the truth. Originally in paperback. 200,000 first printing.|2003|47|http://images.amazon.com/images/P/1551666723.01.LZZZZZZZ.jpg
9781551667430|Strange Bedpersons|Jennifer Crusie|Mira|Fiction|When she agrees to accompany her ex-boyfriend Nick Jamieson, a conservative Republican lawyer who is desperate to make partner, on a weekend business trip as his fiance, Tess Newhart, an outspoken woman of the world, discovers that opposites really do attact. Reprint.|1994|19|http://images.amazon.com/images/P/1551667436.01.LZZZZZZZ.jpg
9781551668512|The Wedding Night|Jayne Ann Krentz|Mira|Fiction|After her marriage to Owen Sutherland, a union she hopes will end the rivalry between their families, Angie Townsend finds her honeymoon shattered by a mysterious caller who informs her that her marriage is nothing more than a clever corporate raid devised by her new husband.|2001|247|http://images.amazon.com/images/P/1551668513.01.LZZZZZZZ.jpg
9781551669045|Warrior|Elizabeth Lowell|Mira|Fiction|When ex-CIA agent Nevada Blackthorn, haunted by his painful past, is rescued by gorgeous wildlife biologist Eden Summers, he finds his life forever changed by this spirited woman who helps him open his heart to the possibilities of love. Reissue.|2002|186|http://images.amazon.com/images/P/1551669048.01.LZZZZZZZ.jpg
9781551669519|What the Lady Wants|Jennifer Crusie|Mira|Fiction|A hilarious modern romance follows disillusioned private investigator Mitch Peabody as he finds himself falling head over heels in love with his sexy new employer, Mae Sullivan, who has hired him to find the men who murdered her uncle. Reprint.|2002|288|http://images.amazon.com/images/P/155166951X.01.LZZZZZZZ.jpg
9781555837235|Stir-fry|Emma Donoghue|Alyson Books|Fiction|Exhilerating...irreverent, and extremely funny, - Ms, Seventeen and sure of nothing, Maria has left her parents' small-town grocery for university life in Dublin. An ad in the Student Union-2 FEMALE SYMBOL] seek flatmate. No bigots.-leads Maria to a home with warm Ruth and wickedly funny Jael, students who are older and more fascinating than she'd expected. A poignant, funny, and sharply insightful coming-of-age story, Stir-fry is a lesbian novel that explores the conundrum of desire arising in the midst of friendship and probes feminist ideas of sisterhood and nonpossessiveness. Emma Donoghue is the author of the forthcoming Slammerkin, Hood and Kissing the Witch . Born in Dublin, she now lives in Ontario, Canada. Stir-fry was her first novel. Also Available by Emma Donoghue Hood TP 11.95, 1-55583-453-1 CUSA|1994|140|http://images.amazon.com/images/P/1555837239.01.LZZZZZZZ.jpg
9781556432460|Your Inner Physician and You|John E. Upledger|North Atlantic Books|Medical|The "inner physician" is that part of the psyche that can heal--when one becomes aware of the psycho-emotional issues that come with pain. Dr. Upledger describes his methods through personal accounts such as that from Mary Ellen Clark, the Olympic diver, whom he cured of dizziness.|1997|121|http://images.amazon.com/images/P/1556432461.01.LZZZZZZZ.jpg
9781556523984|James Dean|David Dalton|Chicago Review Press|Biography & Autobiography|This is the book that restarted the James Dean cult by celebrating him as the cool, defiant visionary of pop culture who made adolescence seem heroic instead of awkward and who defined the style of rock 'n' roll's politics of delinquency. The only book to fully show how deliberately and carefully Dean crafted his own image and performances, and the product of still unequalled research, vivid writing, intimate photographs, and profound meditation, James Dean: The Mutant King has become almost as legendary as its subject.|2001|125|http://images.amazon.com/images/P/155652398X.01.LZZZZZZZ.jpg
9781557091031|George Washington's Rules of Civility and Decent Behaviour|George Washington|Applewood Books|History|Copied out by hand as a young man aspiring to the status of Gentleman, the 110 precepts which make up this work were based on a set of rules composed by French Jesuits in 1595. The first English edition of these rules was available in Francis Hawkins' Youths Behavior, or Decency in Conversation Amongst Men, which appeared in 1640, and it is from this work that George Washington seems to have copied. However much he may have simplified them, these precepts had a strong influence on Washington, who aimed to always live by them. The rules focus on self-respect and respect for others through details of etiquette and offer pointers on such issues as how to dress, walk, eat in public, and address one's superiors.|1989|57|http://images.amazon.com/images/P/155709103X.01.LZZZZZZZ.jpg
9781557831576|The Reduced Shakespeare Company's the Complete Works of William Shakespeare (abridged)|Jess Borgeson|Applause Theatre &amp; Cinema Book Publishers|Drama|(Applause Books). The complete script to the critically acclaimed play. "Shakespeare as written by Reader's Digest , acted by Monty Python, and performed at the speed of the minute waltz." L.A. Herald|1994|187|http://images.amazon.com/images/P/1557831572.01.LZZZZZZZ.jpg
9781559210409|Three Daughters of Madame Liang|Pearl S. Buck|Moyer Bell Ltd.|Fiction|Restaurant owner Madam Liang, having sent her three daughters to America to be educated and to escape the coming Communist revolution in China, refuses herself to flee to safety even though her decision could end her life.|1969|205|http://images.amazon.com/images/P/1559210400.01.LZZZZZZZ.jpg
9781559210867|East Wind, West Wind|Pearl S. Buck|Moyer Bell Ltd.|Fiction|In her acceptance speech upon receiving the Nobel Prize for Literature, Pearl Buck said, "The mind of my own country and of China, my foster country, are alike in many ways, but above all, in our common love of freedom." "East Wind: West Wind" embodies this love of, and struggle for, freedom.|1930|288|http://images.amazon.com/images/P/1559210869.01.LZZZZZZZ.jpg
9781560251149|On the Bus|Paul Perry|Thunder's Mouth Press|Social Science|The fabled 1964 cross-country bus trip of Ken Kesey & the Merry Pranksters-on a psychedelically painted school bus crammed with amplifiers, cameras, costumes, & assorted contraband as cargo & Beat legend Neal Cassady at the wheel-marked the irreversible end of the "Eisenhower Era," & set an American cultural revolution in motion. On the Bus, by Paul Perry, is a celebration of the unforgettable exploits of the Merry Pranksters, immortalized in Tom Wolfe's bestselling book. In this engrossing popular history, the spirit of the era is captured in a remarkable living chronicle, combining analysis & history with colorful additional narrative by Kesey-sidekick Ken Babbs. It features over 100 never-before-seen photos by Prankster photographer Ron Bevirt, Allen Ginsberg, & others, alongside candid & insightful interviews with participants & leading countercultural figures. In addition to forewords by Hunter S. Thompson, Jerry Garcia, & Ken Kesey, On the Bus features commentary by Ron "Hassler" Bevirt, William S. Burroughs, Malcolm Cowley, Ram Dass, Lawrence Ferlinghetti, Jerry Garcia, Allen Ginsberg, Wavy Gravy, Denise "Mary Microgram" Kaufmann, Ken Kesey, Steve "Zonker" Lambrecht, Timothy Leary, Gordon Lish, Ed McClanahan, Gurney Norman, Lee Quarnstrom, Robert Stone, & Hunter S. Thompson.|1996|82|http://images.amazon.com/images/P/156025114X.01.LZZZZZZZ.jpg
9781560252481|Requiem for a Dream|Hubert Selby Jr.|Thunder's Mouth Press|Fiction|The acclaimed novel that inspired the Darren Aronofsky film--the story of three friends whose pursuit of wealth ends in addiction and tragedy. "To understand Selby's work is to understand the anguish of America" (New York Times Book Review). Over twenty years after its first publication in 1978, Requiem for a Dream makes it to the big screen in a major motion picture starring Ellen Burstyn, Jennifer Connelly, Marlon Wayans, Jared Leto, and Christopher McDonald. Directed by Darren Aronofsky, the highly acclaimed director of Pi, the movie was released in November 2000. In this searing novel, two young hoods, Harry and Tyrone, and a girlfriend fantasize about scoring a pound of uncut heroin and getting rich. But their habit gets the better of them, consumes them and destroys their dreams.|1999|180|http://images.amazon.com/images/P/1560252480.01.LZZZZZZZ.jpg
9781560252757|The Gangs of New York|Herbert Asbury|Thunder's Mouth Press|History|Examines New York's gangs of the nineteenth century and charts their influence on the underworld in the twentieth century.|1990|292|http://images.amazon.com/images/P/1560252758.01.LZZZZZZZ.jpg
9781560761549|Into the Void|Nigel Findley|Wizards of the Coast|Fiction|Unavailable description|1991|154|http://images.amazon.com/images/P/1560761547.01.LZZZZZZZ.jpg
9781561381487|The Zen Gardening Kit|D. Moore|Running Press Book Publishers|Gardening|The illustrated Zen Rock Gardening Book, an introduction to the art, and a creative guide to cultivation; and the Zen Garden, including a 10 1/4" x 6" wood tray, white sand, a wooden rake, and five rocks.|1992|198|http://images.amazon.com/images/P/1561381489.01.LZZZZZZZ.jpg
9781561583768|The Not So Big House|Sarah Susanka|Taunton Press|House & Home|Provides a review of social trends and their effect on architecture and design.|1998|72|http://images.amazon.com/images/P/1561583766.01.LZZZZZZZ.jpg
9781561709335|Power Vs. Force|David R. Hawkins|Hay House|Body, Mind & Spirit|In this groundbreaking book you will learn how to get demonstrably true answers to your questions, and know what true success is and how to create it.|2002|136|http://images.amazon.com/images/P/1561709336.01.LZZZZZZZ.jpg
9781562920586|Don't Wait for Your Ship to Come In|John Mason|Chariot Victor Pub|Religion|Don't Wait for Your Ship To Come In...Swim Out to Meet It!will challenge you to take an active role in your life, and stop watching from the sidelines. Compiled by John Mason, author of the best-selling books: An Enemy Called Average and You were Born an Original, Don't Die a Copy. This inspiring and entertaining book offers readers a quick and ready source of powerful nuggets of truth to help you achieve all that God has planned for you.|1994|258|http://images.amazon.com/images/P/1562920588.01.LZZZZZZZ.jpg
9781562924881|The Heart of a Leader|Ken Blanchard|Chariot Victor Pub|Religion|Ken Blanchard offers instant motivation and insight designed to help people develop the courageous heart of a true leader.|1999|228|http://images.amazon.com/images/P/1562924885.01.LZZZZZZZ.jpg
9781562926168|The Quiet Little Woman|Louisa May Alcott|Chariot Victor Pub|Fiction|Three Christmas stories tell of an orphan who finds a new home, a little girl who rescues a bird, and a horse who shares her life story at midnight on Christmas Eve|1999|74|http://images.amazon.com/images/P/1562926160.01.LZZZZZZZ.jpg
9781563050756|The Boomer Bible|R. F. Laird|Workman Publishing|Humor|A satirical interpretation of the bible features an interpretation of world history from Creation to the modern era, as well as commentary on religion, art, film, literature, television, and other cultural matters|1991|167|http://images.amazon.com/images/P/1563050757.01.LZZZZZZZ.jpg
9781563054426|Barnyard Dance!|Sandra Boynton|Workman Publishing|Juvenile Fiction|A bespectacled fiddle-playing cow and a pig twirling a sheep are featured in a barnyard dance. On board pages with a die-cut cover.|1993|156|http://images.amazon.com/images/P/1563054426.01.LZZZZZZZ.jpg
9781563890352|Season of Mists|Neil Gaiman|DC Comics|Comics & Graphic Novels|A collection of short works offers stories that range in setting from a ghost-ridden cellar to a hotel convention of serial kilers, and includs works by Gene Wolfe, Clive Barker, Tad Williams, and Barbara Hambly.|1992|72|http://images.amazon.com/images/P/1563890356.01.LZZZZZZZ.jpg
9781563890826|The Books of Magic|Neil Gaiman|DC Comics|Comics & Graphic Novels|Timothy Hunter is taken on a tour of the magical realms by a quartet of fallen mystics.|1993|195|http://images.amazon.com/images/P/1563890828.01.LZZZZZZZ.jpg
9781563891892|Mystery Play|Jon J. Muth|DC Comics|Comics & Graphic Novels|The psychological thriller 'The mystery play' illustrates the devastating power of fear and accusations as a small-town community is ripped apart from within. When the actor portraying Satan is accused of brutally murdering the actor playing God in a Renaissance festival, a rural English village teeters on the edge of self-destruction. Looking to save the town from itself, a mysterious detective arrives and begins to piece together the clues of the slaying. But even if the enigmatic stranger can solve the disturbing mystery, the revelation of his true identity and past may still lead to the fiery end of the village.|1995|256|http://images.amazon.com/images/P/1563891891.01.LZZZZZZZ.jpg
9781563892264|Dream Country|Neil Gaiman|DC Comics|Comics & Graphic Novels|A collection of stories, comics, and plays that deal with never ending dreams.|1995|76|http://images.amazon.com/images/P/156389226X.01.LZZZZZZZ.jpg
9781563892271|Preludes and Nocturnes|Neil Gaiman|DC Comics|Comics & Graphic Novels|A collection of eight comics that introduce the series' lead character, the Sandman, Lord of Dreams.|1991|89|http://images.amazon.com/images/P/1563892278.01.LZZZZZZZ.jpg
9781563892462|The Tragical Comedy Or Comical Tragedy of Mr. Punch|Neil Gaiman|DC Comics|Comics & Graphic Novels|/Dave McKean, illustrator In his grandfather's seaside arcade, a young boy encounters a mysterious Punch & Judy man with a dark past and a woman who makes her living playing a mermaid. As their stories unfold, the boy must confront family secrets, strange puppets and a nightmarish world of violence and betrayal. Second printing. Graphic novel format|1995|231|http://images.amazon.com/images/P/1563892464.01.LZZZZZZZ.jpg
9781563893308|Kingdom Come|Mark Waid|DC Comics|Comics & Graphic Novels|Kingdom Come-the critically acclaimed Elseworlds saga by Mark Waid and Alex Ross- has been collected into a single-volume hardcover, produced by DC Comics and Graphitti Designs. With the addition of 12 new pages of story and art, previously available only in the deluxe slipcase edition, the hardcover edition offers reader's the complete version of the DC Universe's ultimate battle. An extensive 18 page design section includes some of Ross's exhaustive preliminary character illustrations, cover legends, a key to cameo appearances, trading-card art and art originally designed for promotional use.|1997|46|http://images.amazon.com/images/P/1563893304.01.LZZZZZZZ.jpg
9781563893339|Death|Neil Gaiman|DC Comics|Comics & Graphic Novels|A tale of music, mortality, friendship and death is told in a graphic novel designed for mature readers by author Neil Gaiman. Spinning off from the popular Sandman Library, this is the story of Foxglove, a rising star of the music world who must wrestle with revealing her true sexual orientation as her companion, Hazel, is lured into the realm of Death.|1997|152|http://images.amazon.com/images/P/1563893339.01.LZZZZZZZ.jpg
9781563893698|JLA|Grant Morrison|DC Comics|Juvenile Fiction|When the Justice League of America sets up headquarters on the moon to protect the Earth, they are surprised to discover the first threat is from another planet.|1997|201|http://images.amazon.com/images/P/156389369X.01.LZZZZZZZ.jpg
9781564781314|Point Counter Point|Aldous Huxley|Dalkey Archive Press|Fiction|Aldous Huxley's lifelong concern with the dichotomy between passion and reason finds its fullest expression both thematically and formally in his masterpiece Point Counter Point. By presenting a vision of life in which diverse aspects of experience are observed simultaneously, Huxley characterizes the symptoms of "the disease of modern man" in the manner of a composer - themes and characters are repeated, altered slightly, and played off one another in a tone that is at once critical and sympathetic. First published in 1928, Huxley's satiric view of intellectual life in the '20s is populated with characters based on such celebrities of the time as D.H. Lawrence, Katherine Mansfield, Sir Oswald Mosley, Nancy Cunard, and John Middleton Murray, as well as Huxley himself. A major work of the 20th century and a monument of literary modernism, this edition includes an introduction by acclaimed novelist Nicholas Mosley (author of Hopeful Monsters and the son of Sir Oswald Mosley). Along with Brave New World (written a few years later), Point Counter Point is Huxley's most concentrated attack on the scientific attitude and its effect on modern culture.|2001|230|http://images.amazon.com/images/P/1564781313.01.LZZZZZZZ.jpg
9781565041912|The Eternal Champion|Michael Moorcock|White Wolf Games Studio|Fiction|Young and old, familiar fans and newcomers, will be captivated by Michael Moorcock's legendary Eternal Champion collection. Timeless, classic and beyond a doubt one of the foundations of modern Fantasy, the Eternal Champion is a series of stories that no Fantasy aficionado should pass up. Includes The Eternal Champion, Phoenix in Obsidian, To Rescue Tanelorn and The Sundered Worlds.|1996|12|http://images.amazon.com/images/P/1565041917.01.LZZZZZZZ.jpg
9781565121829|The Sharpshooter Blues|Lewis Nordan|Algonquin Books of Chapel Hill|Fiction|The identity of the Sharpshooter becomes a central theme in a story that introduces such prospective characters as the owner of the local funeral parlor, an avid comic-book reader, a man who shoots refrigerators, and a boy who never grew up|1997|96|http://images.amazon.com/images/P/1565121821.01.LZZZZZZZ.jpg
9781565840089|The Truth about Columbus|James W. Loewen|New Press|Education|An historian sets the record straight on Columbus's "discovery" of the Americas, using art and text to sum up recent revisionist thought and to debunk common myths about the European invader responsible for the deaths of thousands. Original.|1992|240|http://images.amazon.com/images/P/1565840089.01.LZZZZZZZ.jpg
9781565841000|Lies My Teacher Told Me|James W. Loewen|New Press|Education|Criticizes the way history is presented in current textbooks, and suggests a fresh and more accurate approach to teaching American history.|1995|16|http://images.amazon.com/images/P/156584100X.01.LZZZZZZZ.jpg
9781565847040|Dr. Seuss Goes to War|Richard H. Minear|New Press|History|For decades, readers throughout the world have enjoyed the marvelous stories and illustrations of Theodor Seuss Geisel, better known as Dr. Seuss. But few know the work Geisel did as a political cartoonist during World War II, for the New York daily newspaper PM. In these extraordinarily trenchant cartoons, Geisel presents "a provocative history of wartime politics" (Entertainment Weekly). Dr. Seuss Goes to War features handsome, large-format reproductions of more than two hundred of Geisel’s cartoons, alongside "insightful" (Booklist) commentary by the historian Richard H. Minear that places them in the context of the national climate they reflect. Pulitzer Prize–winner Art Spiegelman’s introduction places Seuss firmly in the pantheon of the leading political cartoonists of our time.|2001|107|http://images.amazon.com/images/P/1565847040.01.LZZZZZZZ.jpg
9781566630184|After Many a Summer Dies the Swan|Aldous Huxley|Ivan R. Dee Publisher|Fiction|Jo Stoyte, an unscrupulous and self-indulgent Hollywood tycoon, launches a search for the man who has discovered immortality|1993|94|http://images.amazon.com/images/P/1566630185.01.LZZZZZZZ.jpg
9781567921571|Things|Georges Perec|David R Godine|Comics & Graphic Novels|Two trailblazing novels by Georges Perec, Things: Jerome and Sylvie, the young upwardly mobile couple, lust for the good life. They wanted life's enjoyment, but this equated to ownership. A Man Asleep: A nameless student attempts to purify himself entirely of material desires and ambitions.|1990|104|http://images.amazon.com/images/P/1567921574.01.LZZZZZZZ.jpg
9781567921892|The Woman in Black|Susan Hill|David R. Godine Publisher|Juvenile Fiction|1986 Set on the obligatory English moor, on an isolated cause-way, the story stars an up-and-coming young solicitor who sets out to settle the estate of Mrs. Drablow. Routine affairs quickly give way to a tumble of events and secrets more sinister than any nightmare. This first-class thriller - lately reincarnated on the stage - is a brilliant exercise in controlled horror. A real spine-tingler by a real master.|2002|71|http://images.amazon.com/images/P/1567921892.01.LZZZZZZZ.jpg
9781567996036|Angels|Jacqueline Carey|MetroBooks (NY)|Religion|A pictorial examination of the use of angels in art, legends and lore.|1997|175|http://images.amazon.com/images/P/1567996035.01.LZZZZZZZ.jpg
9781568820408|The Azathoth Cycle|Edward Pickman Derby|Chaosium|Fiction|Unavailable description|1995|239|http://images.amazon.com/images/P/1568820402.01.LZZZZZZZ.jpg
9781568821443|The Keeper's Companion|Keith Herber|Chaosium, Inc.|Games|[CALL OF CTHULHU ROLEPLAYING] "The Keeper's Companion" is an invaluable resource for gamemasters. The material includes advice for new keepers, a lengthy study of Mythos artifacts, a learned discussion of many occult books, an up-to-the-moment description of every facet of forensic medicine, a thorough revision and expansion of the game skills (including nearly two dozen new ones), and the entire text of "The Keeper's Compendium," somewhat updated -- forbidden books, secret cults, alien races, and mysterious places. Additional short essays and features round out this book -- more than 100,000 words!|2000|88|http://images.amazon.com/images/P/1568821441.01.LZZZZZZZ.jpg
9781568821481|Call of Cthulhu RPG|Sandy Petersen|Chaosium, Inc.|Games|Ordinary people are confronted by the terrifying beings and forces of the Cthulhu Mythos. Players portray investigators of things unknown and unspeakable. Except for dice, everything needed for play is included in this book. Call of Cthulhu includes extensive background about H. P. Lovecraft, one-stop investigator creation, dozens of skills, three eras of play (1890s, 1920s, and present-day), over 200 Mythos creatures and spells, ready-to-play investigators, expanded weapons data from all three eras, four complete scenarios, and essays on the Necronomicon, Forensic Pathology, and the Dreamlands.|2000|160|http://images.amazon.com/images/P/1568821484.01.LZZZZZZZ.jpg
9781569246818|The Great Good Place|Ray Oldenburg|Marlowe &amp; Company|Social Science|The landmark survey that celebrates all the places where people hang out--and is helping to spawn their revival A New York Times Book Review Editor's Choice "Third places," or "great good places," are the many public places where people can gather, put aside the concerns of home and work (their first and second places), and hang out simply for the pleasures of good company and lively conversation. They are the heart of a community's social vitality and the grassroots of a democracy. Author Ray Oldenburg portrays, probes, and promotes th4ese great good places--coffee houses, cafes, bookstores, hair salons, bars, bistros, and many others both past and present--and offers a vision for their revitalization. Eloquent and visionary, this is a compelling argument for these settings of informal public life as essential for the health both of our communities and ourselves. And its message is being heard: Today, entrepreneurs from Seattle to Florida are heeding the call of The Great Good Place--opening coffee houses, bookstores, community centers, bars, and other establishments and proudly acknowledging their indebtedness to this book.|1999|99|http://images.amazon.com/images/P/1569246815.01.LZZZZZZZ.jpg
9781569319499|X/1999, Vol. 1|Clamp|Viz Communications|Comics & Graphic Novels|Holding the Earth's destiny in his hands, Kamui Shiro dances between light and dark--friends and enemies--as he finds himself sought by opposing sets of occult forces.|2003|236|http://images.amazon.com/images/P/1569319499.01.LZZZZZZZ.jpg
9781569319505|X/1999, Volume 2|Clamp|Viz Communications|Comics & Graphic Novels|Unavailable description|2003|173|http://images.amazon.com/images/P/1569319502.01.LZZZZZZZ.jpg
9781569471036|The Rattle-Rat|Janwillem Van De Wetering|Soho Press|Fiction|Investigating a murder in his parents' remote homeland of Friesland, Detective Adjutant Grijpstra gets nowhere working within established police guidelines--yet his assistant de Gier uncovers vital clues while learning about Friesian culture|1997|300|http://images.amazon.com/images/P/1569471037.01.LZZZZZZZ.jpg
9781569473337|White Sky, Black Ice|Stan Jones|Soho Press|Fiction|Alaska State Trooper Nathan Active must figure out what connects a death on a remote Arctic lake with a year-old fatal plane crash in the Brooks Range and a fire at the Chukchi Recreation Center that killed eight people, including the town's basketball star. The case turns out to involve a lucrative polar bear poaching operation and the intense bond between a brother and sister from the village of Cape Goodwin. The heart of the matter, he discovers, is a dead woman whose killer remembers her as having a mouth so sweet 'it was like kissing a Hershey bar'.|2003|109|http://images.amazon.com/images/P/1569473331.01.LZZZZZZZ.jpg
9781570623950|Lao Tzu|URSULA K. LE GUIN|Shambhala|Philosophy|A new translation of the classic "Book of the Way" provides a manual on the art of living|1998|49|http://images.amazon.com/images/P/1570623953.01.LZZZZZZZ.jpg
9781570625190|The Tao of Physics|FRITJOF CAPRA|Shambhala|Science|Studies similarities between the concept of a harmonious universe that emerges from the theories of modern physics and the vision of a continuously interactive world conceived by Eastern mystics|2000|35|http://images.amazon.com/images/P/1570625190.01.LZZZZZZZ.jpg
9781570671043|Spiritual Midwifery|Ina May Gaskin|Book Pub. Co.|Medical|Shares the birthing stories of women who chose to have their babies at home with the help of a midwife, provides information about the safety of techniques used in the hospital before and after birth,discusses postpartum depression and maternal death, and includes resources for doulas, birth centers, and other organizations.|2002|300|http://images.amazon.com/images/P/1570671044.01.LZZZZZZZ.jpg
9781573221115|The Art of Happiness|Dalai Lama|Penguin Putnam|Religion|Drawing on more that 2,500 years of Buddhist tradition and teaching, the spiritual leader demonstrates how to confront the negative emotions, stresses, and obstacles of everyday life in order to find the source of inner peace.|1998|121|http://images.amazon.com/images/P/1573221112.01.LZZZZZZZ.jpg
